produk,user,review,klasifikasi
emina sun battle sunscreen,asyifaputri,produk ukur gede rasa tengah emina sun protection packagingnya tube enak bawa seharihari produk warna putih teskturnya kental banding sunscreen emina rata wajah timbul whitecase blend sempurna white castnya hilang turut produk golong sulit rata hasil greasy cocok coba pakai sunscreen kulit minyak produk benerbener bikin minyak parah siang hari pakai cushionfoundation kemanamana pakai masker asa banget kaya wajah pengap bikin keringetan benerbener timbul minggu pakai nimbulin jerawat mungkin poriporinya minyak produk cocok orangorang kulit kering kulit normal,negative
emina sun battle sunscreen,jihanweldy,cocok pakai kulit kering minyak pas pakai pakai pas musim hujan kulit kering banget alhamdulillah tidak bikin jerawat bo agak nyerepnya suka emina spf agak bikin kusam,negative
emina sun battle sunscreen,Putriutaami,whitecase parahhh lamaaaa blend nyerap menit tekstur wise its okay bau enak agak citrusy lebih affordable banget harga rupiah,negative
emina sun battle sunscreen,fikmaa21,love hate produk kadang bruntusan kadang b kulit aneh tekstur enak agak thick wangi segernya pas pakai agak panas dikit bikin gerah finishnya glow looks oily overall enak kadang bikin bruntusan so i decided to recommended other sunscreen,negative
emina sun battle sunscreen,anindyakd,tekstur super thick diapply meltnya lumayan cepat kulit cenderung dry tidak tekstur finishnya suka produk perih mata hari aktivitas pakai wudhu perih mata,negative
emina sun battle sunscreen,vlittacw,tube habis bulan tidak pilling cepat nyerep kulit tidak whitecase tidak bikin adang kulit yang timbul jerawat komedo merah sunscreen finishnya lumayan oily takar pakai hatihati skintypenya oily produk perih banget kena mata,negative
emina sun battle sunscreen,elfiraaas_,skintype oily acne prone pas pakai whitecase serap kulit kusam aroma enak bikin kusam tidak lanjutin untung tidak bikin wajah gradakanbruntusan repurchase tidak,negative
emina sun battle sunscreen,DitaIrmawati,isi ml harga tekstur gel hampir tidak bau finnish glow bagus cm tidak oil control tidak cocok kulit kombinasi bikin minyak bangett maybe dry skin would be better to use this,negative
emina sun battle sunscreen,wijiwid,tekstur ringan aroma tidak nyegrak tidak whitecase travel friendly harga jangkau sayang banget cocok kulit kombinasi bikin nambah kulit kaya kilang minyak habis pakai sunscreen wajah taptap pakai tissue angkat minyak kayak prouk cocok igunakan tipe kulit dry,negative
emina sun battle sunscreen,oni_chi,pakai produk plus minus ss cobain kulit kombinasi jujur bagus tidak bikin wajah minyak ss gampang banget blend tekstur cream tidak whitecase muka tapiii pakai ss pipi kanan gatel bagi tidak papa huhuhuu so sad,negative
emina sun battle sunscreen,tikusbersayap,tekstur warna bau emina sun protection plus tidak whitecase tidak bikin jerawat muka minus bikin perih mata bikin gerah cuaca panas not recommended kulit oily bikin minyak kusam tidak kulit combi to dry,negative
emina sun battle sunscreen,jihanariska,turut tekstur tidak beda spf agak kental wangi warna tidak whitecase harga affordable parah easy to blend finishnya greasy banget tidak suka wangi lumayan ngestain agak kulit wajib set pakai bedak taburcompact biar tidak minyak repurchase tidak,negative
emina sun battle sunscreen,Dinaaasabrina,mohon maap emina sun battle jodoh zuzur tidak suka ss emina kulit normal kadang bagi kering oly benar tidak nyaman pakenya minyak banget pas diapply lumayan muka masuk jam kusam plus minyak asa muka sumuk alias gerah tekstur cream to lotion agak runny wrnan putih kuning bau khas banget mirip ss wardah aqua kemas biru gakslah spf,negative
emina sun battle sunscreen,anggitafathidhia,kayak cocok kulit kering suka tekstur pekat banget pekat spf banget nyerap proper pas pakai layer layer biar nyerap pakai makeup tidak pengaruh negatif makeup hatihati pakai mata agak pedih kena mata turut rada worth it harga lebih baik spf hampir harga isi x lipat,negative
emina sun battle sunscreen,diantashafa,tekstur creamy agak cair mirip physical ss easy to blend lamaaa banget ngesetnya kulit oily tidak whitecase ngeset finishnya cakep glowing tidak sumuk it takes minutes ngeset pakai muncul jerawat kecil isi jerawat mendem so stop pakai i would highly recommended this for dry skin type oily big tidak,negative
emina sun battle sunscreen,vpusp,mungkin recommen kulit normal to dry tekstur lotion sunscreen jaman dulu minyak banget nunggu resap ampe kipasin jari kulit oily,negative
emina sun battle sunscreen,miyukiinka,im so maaf emina niat nyoba upgrade spf pas pakai gerah bngt muka minyak kusam dipakenya prefer spf huhu pakein leher tangan,negative
emina sun battle sunscreen,Lidew,beli dandan diskon enak pakai rumah pas wfh agak resap tidak white cast tidak mahal beli mana kurang mata pedes habis pakai pakenya tidak mata,negative
emina sun battle sunscreen,nisamelia,hmm tidak kulit oily tekstur ringan blendnya gampang tidak ada uang whitecase ninggalin lengket pakai jam rambut suka lengket lengket muka set pakai produk apa atas sunscreen nyaman tipe kulit oily oily huhu,negative
emina sun battle sunscreen,meidaabb,harga sunscreen bawah rb dijadiin pilih mudah dimanamana remaja care kulit memang tidak tekstur thick mudah rata wajah siang minyak kusam perih mata tidak perih banget pakai jari reapply kulit kombinasi oily benerbener kadang malas pakai whitecase dipakein bedak telah pilling suka sunscreen lembab mungkin suka tidak pakai wewangian anehaneh,negative
emina sun battle sunscreen,nadhiraash,pakai rasa sunscreen agak susah diblend bikin muka hinyai parah bikin kulit muka gerah ganyaman rasa kayak cocok,negative
emina sun battle sunscreen,Ninaunch,high expectation banget sm sunscreen pngen nyoba spf tau produk emina ringan cmn make serius bruntusan dmna jerawat nonjol saya tidak tahu why produk pakai so kayak memang hemmm,negative
emina sun battle sunscreen,balqisdina,tidak versi spf turut thick tidak woulda give dbndng spfnya suka ttp blendable takes time pakai atur jari pakai asa nyekit dikit efek tingling turut so so gada efek tone up dia tidak bikin minyak b repurchase tidak,negative
emina sun battle sunscreen,Yuni361992,awalmya tarik spfnya outdoor activity tekstur banding spf cair memang ringan lumayan mudah resap finishingnya minyak tidak tetep turut nyaman jam kulit kusam,negative
emina sun battle sunscreen,nadiant,first of all appreciate produk lokal inovasi sejajar kualitas performa produk skin care korea sun battle salah produk lokal warna krem tekstur lightweight ngelembabin tidak whitecase tidak efek negatif produk fungal acne comedo tidak pakai sunscreen hari mandi sore double cleanse tidak recommen produk oily skin sayang tidak nahan minyak muka dalam jam muka kilang minyak lengket milik dry skin butuh sunscreen dg harga affordable emina sun battle jawab,negative
emina sun battle sunscreen,etiparatif,mirip banget spf segi tekstur feel pakai drama nangisnangis masuk mata perih tidak nahan aduh gampang luntur kena angin dikit masuk mata sunscreen cocok pakai dalem ruang minim angin minim keringetan suka tekstur terang mudah diblend kulit basah nempel bau alcohol banding spf me likey whitecase finishnya lumayan minyak siang rasa bikin kulit kusam,negative
emina sunscreen,putmz,easy to apply and reapply including aloe so it moisturizer my skin more have a good feel for first try on my skin for cooling sensation turns out that its alcohol odor is really strong from time applying product its really smelly,negative
emina sunscreen,rilofafafa,suka sunscreen bikin pedih mata aroma aneh tipe sunscreen gampang diblend lama bikin minyak kusam tinggal whitecase ruang,negative
emina sunscreen,beautifulfie,emina kenal cocok remaja of course produk bahanbahannya ringan muka remaja ekspetasiku banget produk neng sunscreen affordable tidak cocok kulit tekstur kental agak cair pas apply wajah sensasi panas cepat resap wangi tidak strong sihh pakai bruntusan sedih cocok produk huhuhu,negative
emina sunscreen,dianputryag,tekstur putih lama agak kekuninganbaunya agak menyengatada whitecase apply liat oily cocok tidak lembab bikin kulit kusammungkin cocok anak sekolah skincare,negative
emina sunscreen,irnaward,emina sunscreen agak sulit blend agak perih kena mata whitecase harga lumayan affordable anak sekolah bagai informasi acne prone skin better pakai sunscreen spf under,negative
emina sunscreen,dewibatariola,beli pakai jangkau sayang tidak cocok bikin muka minyak kusam cekat cekit perih banget kulit mata gerah rasa pakai habis maaf tidak beli,negative
emina sunscreen,DiahWoro,fragrance bau jeruk tekstur cair susah ngeblend trus kulit whitecase kulit sensitif tidak recommen ngomong-ngomong spf tidak cocok pakai sinar matahari,negative
emina sunscreen,rlarasati,awal pakai cocok tidak masuk tube kusam beruntus kulit kombinasi bikin kulit iritasi hidung pakai salah memang ingredients tidak cocok kulit tidak whitecase mudah blend finished matte after jam pakai wajah minyak repurchase tidak cari cocok kulit,negative
emina sunscreen,vvaniab,maaf banget sunscreen after effectnya bikin muka kaya kusam mungkin cocok maaf kaya cocok pas pakai aktivitas rumah muka kusam liat overall bagus ringan pas pakai mungkin kulit aku masalah,negative
emina sunscreen,runfirahz,tekstur cream ringan mudah resap mirip banget sunscreen emina sun protection spf maka mikir sun battle new formula sunscreen emina beda sunscreen emina sun protection mata perih sun battle tidak sayang sun battle bikin kulit kusam alkohol fragrange murce banget,negative
emina sunscreen,ghinadhia,awal pakai murah pakai daily hemaat reapply kali pas pakai tidak sadar pengaruh tidak kulit pas hampir bulan pakai kayak beruntus kecil daerah rahang pipi banget stop,negative
emina sunscreen,kittevil_,sunscreen pertamakuu pakai packaging bagus newbie sunscreen ringan lembab ganti kemas kulit bruntusan stop pakai murah bangeet ramah anak kos hahahah wangi alkohol kuat banget maybe thats one of reasons,negative
emina sunscreen,cegilnyataeyong,bikin beruntusann minyak kusem kena air mata perih bangetharga murah memang cocok cocok kulit repurchase tidak ngira efek memang habis tube,negative
emina sunscreen,mentari18meruya,pakai coba adik tekstur ringan tidak lengket tidak bau sengat hari kena sinar matahari terik wajah minyak banget tidak pakai habis ngerasa cocok meski tidak iritasi,negative
emina sunscreen,yuuisabella,iseng cobain sunscreen emina claimnya ringan ringan kulit tidak cocok so sadddd alihin sunscreen bagi tangan leher so badddd murah ukur sunscreen,negative
emina sunscreen,dheaparamitha,dia cocok bikin muka cepat minyak kusam jam jerawat jerawat aman tidak timbul handle matahari handle tidak nama sunscreen cocok cocok,negative
emina sunscreen,katakurnia,mula remaja sunscreen pakai banget harga murah didapet tokotoko dekat sayang sunscreen cocok kulit sensitif pas pakai wajah agak perih pakai telapak tangan motor,negative
emina sunscreen,CitraR1,uma tidak cocok sunscreen awal awal kenal skincare pas tau produk emina coba harga affordable banget kulit oily pakai ss minyak perih panas area sensitif pas wudhu rasa perih mata,negative
emina sunscreen,wantizu,kulit minyak buat pakai sunscreen berat kulit wajah jelang bedak luntur buat komedo cepat muncul coba produk tidak produk ringan tidak sumbat pori banget jadi base make up effect tone up,negative
emina sunscreen,Farahmutia,so sad tidak cocok kulit perih pakai lumayan sensasi cooling muka lgsung bruntusan besok habis pakai mi muka bau ganggu gatau bau alcohol repurchase tidak coba,negative
emina sunscreen,meomeou,nyobain sunscreen kasih teman pas coba ratain wajah yah lumayan cepat resap shinynya nimbulin jerawat sedih banget tidak cocok sunscreen emina gampang banget ditemuin dimanamana harga super affordable,negative
emina sunscreen,n_abilaaa,tidak cocok muka pertama coba rasa panas muka minyak gerah tidak perih dimataga whitecase gampang nyerap tekstur ringan lumayan cair keluarin pelan pelan wangi agak strong yaaaa,negative
emina sunscreen,ayamkrispy,suka sunscreen emina ganti formula ntah pas nyoba alkohol kuat muka jerawat sayang jangkau harga mudah,negative
emina sunscreen,valerie_vlnc,pakai wajah bikin oily kusem parah alhasil pakai badan harga ramah kantong ajar tidak agak boros pakenya badan agak cocok oily skin especially daerah tropis tidak pakai brand produk sisa lumayan,negative
emina sunscreen,Catheriinezh,jujur suka formula wajah diaplikasikab kusam gelap cocok but oke affordableee hehehbeeb formula ringan wajah tidak bikin muka belang keren emina mantap thankyou kesempatann revieww,negative
emina sunscreen,popy_mercylin,emina sunscreen beautymyway by watsonsunscreen tekstur ringan spf cocok pakai hari rumah tekstur ringan sunscreen tidak white cast kulit agak perih pakai wajah bikin handcream nyetir,negative
emina sunscreen,kAtoka,sunscreen murah dicobaa tidak bikin jerawat sihh daily tekstur cair tidak cepat resap not my favorite agak susah diratain tidak pakai ruas jari pakai sunscreen muka tidak sensitif pakai bahan jerawat pakai sunscreen rasa panas pakai toner salicylic acid habis pakai sunscreen panas turut bagus bokek awet butuh sunscreen daily,negative
emina sunscreen,amymia,sunscreen emina ringan kemas travel size mudah diblend tekstur lotion kental banget bau nyengatnya pas oles tidak strong nyerep kulit habis mandi reapply agak finish oilynya pakai rumah,negative
emina sunscreen,denissaf,pakai sun battle pakai varian sunprotect suka tekstur cair bau rada strong sun protect not bad pakai cuman tidak bantu make up lumayan kusam jam pakai,negative
emina sunscreen,Uti05,tekstur creamy gel easy to blend ringan cepat resap tidak bikin muka minyak tidak white cast jangkau mula kurang fragrance alcohol asa banget tidak fungal acne safe agak pedih mata,negative
emina sunscreen,irmanandaar,harap sunscreen improve versi kaya bau alkohol banget sensitif kandung alkohol tidak pakai tekstur gel tekstur favorit sayang harga murah,negative
emina sunscreen,Cndycandy,suka produk tidak bikin break out tidak bikin kulit minyak tidak nahan minyak tipe bikin berminyakteksturnya oke minus agak perih mata trus fragrancenya kenceng banget tidak skincare fragrancenya kenceng banget fragrancenya asa pakai cologne muka bikin kusam dikit doang tidak pakai makeup diakalin poin minus emina it could be better segi harga murah banget target pasar remaja,negative
